Exchange,Name,Root Ticker,Sector,SubSector,Listing Type,Date of TSX ListingYYYYMMDD,HQLocation,HQRegion
TSXV,Diamond Fields Resources Inc.,DFR,Mining,,TSX Comedown,20130521,BC,Canada
TSXV,Dios Exploration Inc.,DOS,Mining,,,,Quebec,Canada
TSXV,Discovery Harbour Resources Corp.,DHR,Mining,,RTO,20100705,BC,Canada
TSXV,Discovery Metals Corp.,DSV,Mining,,RTO,,ON,Canada
TSXV,Discovery-Corp Enterprises Inc.,DCY,Mining,,,,BC,Canada
TSXV,District Copper Corp.,DCOP,Mining,,,,BC,Canada
TSXV,District Metals Corp.,DMX,Mining,,,,BC,Canada
TSXV,Dolly Varden Silver Corporation,DV,Mining,,Other,20120214,BC,Canada
TSXV,Doubleview Capital Corp.,DBV,Mining,,QT,20101119,BC,Canada
TSXV,Dunnedin Ventures Inc.,DVI,Mining,,,,BC,Canada
TSXV,Durango Resources Inc.,DGO,Mining,,IPO,20090702,BC,Canada
TSXV,Dynasty Gold Corp.,DYG,Mining,,,20030514,BC,Canada
TSXV,E3 Metals Corp.,ETMC,Mining,,,,AB,Canada
TSXV,Eagle Graphite Incorporated,EGA,Mining,,RTO,,ON,Canada
TSXV,Eagle Plains Resources Ltd.,EPL,Mining,,,19940406,BC,Canada
TSXV,East Africa Metals Inc.,EAM,Mining,,Other,20130711,BC,Canada
TSXV,East Asia Minerals Corporation,EAS,Mining,,,,BC,Canada
TSXV,Eastfield Resources Ltd.,ETF,Mining,,,,BC,Canada
TSXV,Edison Cobalt Corp.,EDDY,Mining,,IPO,20110803,BC,Canada
TSXV,El Nino Ventures Inc.,ELN,Mining,,,,BC,Canada
TSXV,Elcora Advanced Materials Corp.,ERA,Mining,,QT,20120524,NS,Canada
TSXV,Eloro Resources Ltd.,ELO,Mining,,,,ON,Canada
TSXV,Ely Gold Royalties Inc.,ELY,Mining,,,,BC,Canada
TSXV,Elysee Development Corp.,ELC,Mining,,,,BC,Canada
TSXV,Emerita Resources Corp.,EMO,Mining,,QT,20101013,Spain,UK/Europe
TSXV,Emgold Mining Corporation,EMR,Mining,,,,BC,Canada
TSXV,Empire Metals Corp.,EP,Mining,,,,BC,Canada
TSXV,Empress Resources Corp.,EMPX,Mining,,,,BC,Canada
TSXV,EMX Royalty Corporation,EMX,Mining,,,20031203,BC,Canada
TSXV,Encanto Potash Corp.,EPO,Mining,Agriculture,RTO from NEX,,BC,Canada
TSXV,enCore Energy Corp.,EU,Mining,,RTO,20100512,USA,USA
TSXV,Endurance Gold Corporation,EDG,Mining,,Other,20050804,BC,Canada
TSXV,Enerspar Corp.,ENER,Mining,,QT from NEX,20120504,ON,Canada
TSXV,Enforcer Gold Corp.,VEIN,Mining,,QT,20110415,BC,Canada
TSXV,Engineer Gold Mines Ltd.,EAU,Mining,,Other,20180626,BC,Canada
TSXV,Engold Mines Ltd.,EGM,Mining,,,,BC,Canada
TSXV,Equinox Gold Corp.,EQX,Mining,,RTO,20070813,BC,Canada
TSXV,Equitorial Exploration Corp.,EXX,Mining,,QT,20110714,BC,Canada
TSXV,Equity Metals Corporation,EQTY,Mining,,,,BC,Canada
TSXV,Erin Ventures Inc.,EV,Mining,,,,BC,Canada
TSXV,Eros Resources Corp.,ERC,Mining,,RTO from NEX,,BC,Canada
TSXV,Eskay Mining Corp.,ESK,Mining,,,,BC,Canada
TSXV,Essex Minerals Inc.,ESX,Mining,,IPO,20170315,BC,Canada
TSXV,Ethos Gold Corp.,ECC,Mining,,QT,20071214,BC,Canada
TSXV,Euro Manganese Inc.,EMN,Mining,,IPO,20181002,BC,Canada
TSXV,European Electric Metals Inc.,EVX,Mining,,Other,20071019,BC,Canada
TSXV,Everton Resources Inc.,EVR,Mining,,,,ON,Canada
TSXV,Evrim Resources Corp.,EVM,Mining,,Other,20110125,BC,Canada
TSXV,ExGen Resources Inc.,EXG,Mining,,,,AB,Canada
TSXV,Explor Resources Inc.,EXS,Mining,,,,Quebec,Canada
TSXV,Fabled Copper Corp.,FCO,Mining,,QT from NEX,20150612,BC,Canada
TSXV,Falco Resources Ltd.,FPC,Mining,,QT,20100907,Quebec,Canada
TSXV,Falcon Gold Corp.,FG,Mining,,QT from NEX,20071218,ON,Canada
TSXV,Fancamp Exploration Ltd.,FNC,Mining,,,,BC,Canada
TSXV,Fengro Industries Corp.,FGR,Mining,Agriculture,Other,20080229,BC,Canada
TSXV,Fidelity Minerals Corp.,FMN,Mining,,Other,20061025,BC,Canada
TSXV,Fieldex Exploration Inc.,FLX,Mining,,Other,20050107,Quebec,Canada
TSXV,Filo Mining Corp.,FIL,Mining,,Other,20160826,BC,Canada
TSXV,Finlay Minerals Ltd.,FYL,Mining,,,,BC,Canada
TSXV,Fiore Gold Inc.,F,Mining,,Other,20170926,USA,USA
TSXV,Firebird Resources Inc.,FIX,Mining,,,,AB,Canada
TSXV,FireFox Gold Corp.,FFOX,Mining,,IPO,20181221,BC,Canada
TSXV,Firestone Ventures Inc.,FV,Mining,,,,AB,Canada
TSXV,Fireweed Zinc Ltd.,FWZ,Mining,,IPO,20170529,BC,Canada
TSXV,First Cobalt Corp.,FCC,Mining,,Other,20121003,BC,Canada
TSXV,First Mexican Gold Corp.,FMG,Mining,,QT,20080711,BC,Canada
TSXV,First Vanadium Corp.,FVAN,Mining,,Other,20070514,BC,Canada
TSXV,Fission 3.0 Corp.,FUU,Mining,,Other,20131210,BC,Canada
TSXV,Five Star Diamonds Limited,STAR,Mining,,QT from NEX,20130627,Brazil,Latin America
TSXV,Fjordland Exploration Inc.,FEX,Mining,,,,BC,Canada
TSXV,Focus Graphite Inc.,FMS,Mining,,Other,20100525,ON,Canada
TSXV,Foran Mining Corporation,FOM,Mining,,,,SK,Canada
TSXV,Fort St. James Nickel Corp.,FTJ,Mining,,,,BC,Canada
TSXV,Fortune Bay Corp.,FOR,Mining,,Other,20160705,NS,Canada
TSXV,Forum Energy Metals Corp.,FMC,Mining,,,,BC,Canada
TSXV,FPX Nickel Corp.,FPX,Mining,,TSX Comedown,20161017,BC,Canada
TSXV,Freedom Energy Inc.,FREE,Mining,,Other,20060331,BC,Canada
TSXV,Freeport Resources Inc.,FRI,Mining,,,,BC,Canada
TSXV,Fremont Gold Ltd.,FRE,Mining,,IPO,20080924,BC,Canada
TSXV,Frontier Lithium Inc.,FL,Mining,,,19950410,ON,Canada
TSXV,Frontline Gold Corporation,FGC,Mining,,QT,20090407,NS,Canada
TSXV,Full Metal Minerals Ltd.,FMM,Mining,,,,BC,Canada
TSXV,Fura Gems Inc.,FURA,Mining,,QT,20070530,ON,Canada
TSXV,G2 Goldfields Inc.,GTWO,Mining,,IPO,20101118,ON,Canada
TSXV,Gabriel Resources Ltd.,GBU,Mining,,TSX Comedown,20180201,England,UK/Europe
TSXV,Gainey Capital Corp.,GNC,Mining,,QT,20110907,BC,Canada
TSXV,Galane Gold Ltd.,GG,Mining,,QT from NEX,20080714,ON,Canada
TSXV,Galantas Gold Corporation,GAL,Mining,,,,ON,Canada
TSXV,Galileo Exploration Ltd.,GXL,Mining,,,,BC,Canada
TSXV,Galore Resources Inc.,GRI,Mining,,Other,20070319,BC,Canada
TSXV,Galway Gold Inc.,GLW,Mining,,Other,20130121,ON,Canada
TSXV,Galway Metals Inc.,GWM,Mining,,Other,20130104,ON,Canada
TSXV,Garibaldi Resources Corp.,GGI,Mining,,,,BC,Canada
TSXV,Gatling Exploration Inc.,GTR,Mining,,Other,20181011,BC,Canada
TSXV,GCC Global Capital Corporation,GCCC,Mining,,QT,20121220,BC,Canada
TSXV,Genesis Metals Corp.,GIS,Mining,,IPO,20110211,BC,Canada
TSXV,Gensource Potash Corporation,GSP,Mining,Agriculture,,,ON,Canada
TSXV,Gentor Resources Inc.,GNT,Mining,,Other,20111107,ON,Canada
TSXV,Geomega Resources Inc.,GMA,Mining,,IPO,20100930,Quebec,Canada
TSXV,Gespeg Resources Ltd.,GCR,Mining,,QT from NEX,20071024,SK,Canada
TSXV,Getty Copper Inc.,GTC,Mining,,,,BC,Canada
TSXV,GFG Resources Inc.,GFG,Mining,,QT from NEX,20120626,SK,Canada
TSXV,GGL Resources Corp.,GGL,Mining,,,,BC,Canada
TSXV,GGX Gold Corp.,GGX,Mining,,IPO,20110216,BC,Canada
TSXV,Giga Metals Corporation,GIGA,Mining,,TSX Comedown,20141020,BC,Canada
TSXV,Gitennes Exploration Inc.,GIT,Mining,,Other,20091019,BC,Canada
TSXV,Giyani Metals Corp.,EMM,Mining,,QT,20080229,ON,Canada
TSXV,GK Resources Ltd.,NIKL,Mining,,IPO,20190321,BC,Canada
TSXV,Glacier Lake Resources Inc.,GLI,Mining,,IPO,20091007,BC,Canada
TSXV,Glen Eagle Resources Inc.,GER,Mining,,,,Quebec,Canada
TSXV,Global Battery Metals Ltd.,GBML,Mining,,TSX Comedown,20140428,BC,Canada
TSXV,Global Energy Metals Corporation,GEMC,Mining,,Other,20170301,BC,Canada
TSXV,Global Vanadium Corp.,GLV,Mining,,QT,20090112,AB,Canada
TSXV,GMV Minerals Inc.,GMV,Mining,,QT,20061213,BC,Canada
TSXV,GobiMin Inc.,GMN,Mining,,RTO,19960312,Hong Kong,Asia
TSXV,Gold Reserve Inc.,GRZ,Mining,,TSX Comedown,20120201,USA,USA
TSXV,Gold Rush Cariboo Corp.,GDBO,Mining,,,,ON,Canada
TSXV,Goldbank Mining Corporation,GLB,Mining,,,,BC,Canada
TSXV,Goldbelt Empires Limited,GBE,Mining,,QT from NEX,20120910,Hong Kong,Asia
TSXV,Goldcliff Resource Corporation,GCN,Mining,,,,BC,Canada
TSXV,Golden Arrow Resources Corporation,GRG,Mining,,,,BC,Canada
TSXV,Golden Dawn Minerals Inc.,GOM,Mining,,Other,20070810,BC,Canada
TSXV,Golden Goliath Resources Ltd.,GNG,Mining,,,,BC,Canada
TSXV,Golden Predator Mining Corp.,GPY,Mining,,Other,20080630,BC,Canada
TSXV,Golden Pursuit Resources Ltd.,GDP,Mining,,RTO,,BC,Canada
TSXV,Golden Ridge Resources Ltd.,GLDN,Mining,,RTO,20111003,BC,Canada
TSXV,Golden Share Resources Corporation,GSH,Mining,,IPO,20080114,ON,Canada
TSXV,Golden Tag Resources Ltd.,GOG,Mining,,,,Quebec,Canada
TSXV,Golden Valley Mines Ltd.,GZZ,Mining,,,,Quebec,Canada
TSXV,Goldex Resources Corporation,GDX,Mining,,,,BC,Canada
TSXV,GoldON Resources Ltd.,GLD,Mining,,,,BC,Canada
TSXV,Goldplay Exploration Ltd.,GPLY,Mining,,QT,20170130,BC,Canada
TSXV,GoldQuest Mining Corp.,GQC,Mining,,,,BC,Canada
TSXV,Goldsource Mines Inc.,GXS,Mining,,,,BC,Canada
TSXV,Goldstar Minerals Inc.,GDM,Mining,,RTO,20110623,Quebec,Canada
TSXV,Goldstrike Resources Ltd.,GSR,Mining,,,,BC,Canada
TSXV,Goliath Resources Limited,GOT,Mining,,QT from NEX,20070313,Quebec,Canada
TSXV,Gossan Resources Limited,GSS,Mining,,,,MB,Canada
TSXV,Goviex Uranium Inc.,GXU,Mining,,Other,20160711,BC,Canada
TSXV,Gowest Gold Ltd.,GWA,Mining,,,,ON,Canada
TSXV,GPM Metals Inc.,GPM,Mining,,,,ON,Canada
TSXV,Granada Gold Mine Inc.,GGM,Mining,,,,BC,Canada
TSXV,Grande Portage Resources Ltd.,GPG,Mining,,,,BC,Canada
TSXV,Granite Creek Copper Ltd.,GCX,Mining,,IPO,20110826,BC,Canada
TSXV,Graphite One Inc.,GPH,Mining,,Other,20071029,BC,Canada
TSXV,Gratomic Inc.,GRAT,Mining,,QT,20080512,ON,Canada
TSXV,Gray Rock Resources Ltd.,GRK,Mining,,Other,20061129,BC,Canada
TSXV,Great Atlantic Resources Corp.,GR,Mining,,,,BC,Canada
TSXV,Great Bear Resources Ltd.,GBR,Mining,,Other,20101104,BC,Canada
TSXV,Great Quest Fertilizer Ltd.,GQ,Mining,Agriculture,,,BC,Canada
TSXV,Great Thunder Gold Corp.,GTG,Mining,,,,BC,Canada
TSXV,Greatbanks Resources Ltd.,GTB,Mining,,RTO,,BC,Canada
TSXV,Greencastle Resources Ltd.,VGN,Mining,,,,ON,Canada
TSXV,Grid Metals Corp.,GRDM,Mining,,,,ON,Canada
TSXV,Grizzly Discoveries Inc.,GZD,Mining,,,,AB,Canada
TSXV,Grosvenor Resource Corporation,GVR,Mining,,,,BC,Canada
TSXV,Group Eleven Resources Corp.,ZNG,Mining,,IPO,20171213,Ireland,UK/Europe
TSXV,Group Ten Metals Inc.,PGE,Mining,,QT,20060911,BC,Canada
TSXV,Growmax Resources Corp.,GRO,Mining,Agriculture,QT,20070419,ON,Canada
TSXV,GSP Resource Corp.,GSPR,Mining,,IPO,20181129,BC,Canada
TSXV,GT Gold Corp.,GTT,Mining,,QT,20140828,BC,Canada
TSXV,Guerrero Ventures Inc.,GV,Mining,,,,BC,Canada
TSXV,Gungnir Resources Inc.,GUG,Mining,,,,BC,Canada
TSXV,Gunpoint Exploration Ltd.,GUN,Mining,,,,BC,Canada
TSXV,Guyana Goldstrike Inc.,GYA,Mining,,IPO,20080130,BC,Canada
TSXV,Handa Mining Corporation,HAND,Mining,,Other,20101214,BC,Canada
TSXV,Hannan Metals Ltd.,HAN,Mining,,RTO,,BC,Canada
TSXV,Hansa Resources Limited,HRL,Mining,,,,BC,Canada
TSXV,Happy Creek Minerals Ltd.,HPY,Mining,,Other,20060809,BC,Canada
TSXV,Harfang Exploration Inc.,HAR,Mining,,QT from NEX,20110302,Quebec,Canada
TSXV,Harvest Gold Corp.,HVG,Mining,,Other,20051213,BC,Canada
TSXV,Hawkeye Gold & Diamond Inc.,HAWK,Mining,,,,BC,Canada
TSXV,Heatherdale Resources Ltd.,HTR,Mining,,QT,20080502,BC,Canada
TSXV,Helio Resource Corp.,HRC,Mining,,,,BC,Canada
TSXV,HFX Holding Corp.,HXC,Mining,,QT,20110405,BC,Canada
TSXV,Highbank Resources Ltd.,HBK,Mining,,,,BC,Canada
TSXV,Highbury Projects Inc.,HPI,Mining,,QT,20051028,BC,Canada
TSXV,HighGold Mining Inc.,HIGH,Mining,,Other,20190923,BC,Canada
TSXV,Highland Copper Company Inc.,HI,Mining,,QT,20060922,BC,Canada
TSXV,Highvista Gold Inc.,HVV,Mining,,QT,20100715,ON,Canada
TSXV,Highway 50 Gold Corp.,HWY,Mining,,Other,20050922,BC,Canada
TSXV,Honey Badger Exploration Inc.,TUF,Mining,,,,ON,Canada
TSXV,Hornby Bay Mineral Exploration Ltd.,HBE,Mining,,,,ON,Canada
TSXV,HPQ-Silicon Resources Inc.,HPQ,Mining,,,19961220,Quebec,Canada
TSXV,Hudson Resources Inc.,HUD,Mining,,,,BC,Canada
TSXV,Hybrid Minerals Inc.,HZ,Mining,,IPO,20131022,BC,Canada
TSXV,Iconic Minerals Ltd.,ICM,Mining,,,,BC,Canada
TSXV,IEMR Resources Inc.,IRI,Mining,,QT,20090212,China,Asia
TSXV,iMetal Resources Inc.,IMR,Mining,,,,BC,Canada
TSXV,I-Minerals Inc.,IMA,Mining,,,,BC,Canada
TSXV,IMPACT Silver Corp.,IPT,Mining,,,,BC,Canada
TSXV,Imperial Mining Group Ltd.,IPG,Mining,,Other,20180116,Quebec,Canada
TSXV,Inca One Gold Corp.,IO,Mining,,QT,20061003,BC,Canada
TSXV,Independence Gold Corp.,IGO,Mining,,,20111229,BC,Canada
TSXV,Indico Resources Ltd.,IDI,Mining,,,19960523,USA,USA
TSXV,Indigo Exploration Inc.,IXI,Mining,,IPO,20091231,BC,Canada
TSXV,Infinite Lithium Corp.,ILI,Mining,,QT,20050614,BC,Canada
TSXV,Inform Resources Corp.,IRR,Mining,,,,BC,Canada
TSXV,Inomin Mines Inc.,MINE,Mining,,QT,20131218,BC,Canada
TSXV,Intact Gold Corp.,ITG,Mining,,QT,20110210,BC,Canada
TSXV,Integra Resources Corp.,ITR,Mining,,Other,20171107,ON,Canada
TSXV,Interconnect Ventures Corporation,IVC,Mining,,QT,20120411,BC,Canada
TSXV,Intercontinental Gold and Metals Ltd.,ICAU,Mining,,,,ON,Canada
TSXV,International Bethlehem Mining Corp.,IBC,Mining,,,,BC,Canada
TSXV,International Corona Capital Corp.,IC,Mining,,IPO,20100702,BC,Canada
TSXV,International Lithium Corp.,ILC,Mining,,Other,20110524,BC,Canada
TSXV,International Millennium Mining Corp.,IMI,Mining,,Other,20070226,BC,Canada
TSXV,International Montoro Resources Inc.,IMT,Mining,,,,BC,Canada
TSXV,International Prospect Ventures Ltd.,IZZ,Mining,,Other,20110715,Quebec,Canada
TSXV,International Samuel Exploration Corp.,ISS,Mining,,,,BC,Canada
TSXV,International Zeolite Corp.,IZ,Mining,,,,BC,Canada
TSXV,Inter-Rock Minerals Inc.,IRO,Mining,Agriculture,,,ON,Canada
TSXV,Inventus Mining Corp.,IVS,Mining,,Other,20070905,ON,Canada
TSXV,InZinc Mining Ltd.,IZN,Mining,,,,BC,Canada
TSXV,Isoenergy Ltd.,ISO,Mining,,Other,20161019,BC,Canada
TSXV,Itafos,IFOS,Mining,Agriculture,TSX Comedown,20160712,ON,Canada
TSXV,Jade Leader Corp.,JADE,Mining,,,,AB,Canada
TSXV,Jaeger Resources Corp.,JAEG,Mining,,,,AB,Canada
TSXV,Japan Gold Corp.,JG,Mining,,RTO from NEX,,BC,Canada
TSXV,Jasper Mining Corporation,JSP,Mining,,,,AB,Canada
TSXV,Jaxon Mining Inc.,JAX,Mining,,QT,20070626,BC,Canada
TSXV,Jayden Resources Inc.,JDN,Mining,,TSX Comedown,20151015,BC,Canada
TSXV,Jazz Resources Inc.,JZR,Mining,,IPO,20080129,BC,Canada
TSXV,Jervois Mining Ltd.,JRV,Mining,,Other,20190621,Australia,Australia/NZ/PNG
TSXV,Jiulian Resources Inc.,JLR,Mining,,QT,20070621,BC,Canada
TSXV,Jourdan Resources Inc.,JOR,Mining,,,,ON,Canada
TSXV,Jubilee Gold Exploration Ltd.,JUB,Mining,,,,ON,Canada
TSXV,Juggernaut Exploration Ltd.,JUGR,Mining,,QT,20061207,BC,Canada
TSXV,K2 Gold Corporation,KTO,Mining,,IPO,20120723,BC,Canada
TSXV,K92 Mining Inc.,KNT,Mining,,RTO,20110110,BC,Canada
TSXV,Kaizen Discovery Inc.,KZD,Mining,,RTO,,BC,Canada
TSXV,Karmin Exploration Inc.,KAR,Mining,,,,ON,Canada
TSXV,Kenadyr Mining (Holdings) Corp.,KEN,Mining,,QT from NEX,20110224,BC,Canada
TSXV,Kermode Resources Ltd.,KLM,Mining,,,,BC,Canada
TSXV,Kesselrun Resources Ltd.,KES,Mining,,QT,20111207,ON,Canada
TSXV,Kestrel Gold Inc.,KGC,Mining,,QT,20071101,AB,Canada
TSXV,Kilo Goldmines Ltd.,KGL,Mining,,QT,20070928,ON,Canada
TSXV,Kincora Copper Limited,KCC,Mining,,RTO,20090623,BC,Canada
TSXV,King Global Ventures Inc.,KING,Mining,,Other,20050404,ON,Canada
TSXV,King's Bay Resources Corp.,KBG,Mining,,,,BC,Canada
TSXV,Kingsmen Resources Ltd.,KNG,Mining,,,,BC,Canada
TSXV,Kintavar Exploration Inc.,KTR,Mining,,QT from NEX,20120410,Quebec,Canada
TSXV,Klondike Gold Corp.,KG,Mining,,,,BC,Canada
TSXV,Klondike Silver Corp.,KS,Mining,,Other,20060417,BC,Canada
TSXV,Komet Resources Inc.,KMT,Mining,,QT,20051201,Quebec,Canada
TSXV,Kootenay Silver Inc.,KTN,Mining,,QT,,BC,Canada
TSXV,KORE Mining Ltd.,KORE,Mining,,RTO,,BC,Canada
TSXV,Kutcho Copper Corp.,KC,Mining,,,,BC,Canada
TSXV,Labrador Gold Corp.,LAB,Mining,,,,BC,Canada
TSXV,Lara Exploration Ltd.,LRA,Mining,,Other,20050530,BC,Canada
TSXV,Latin American Minerals Inc.,LAT,Mining,,QT,,ON,Canada
TSXV,Latin Metals Inc.,LMS,Mining,,RTO,20060605,BC,Canada
TSXV,Laurion Mineral Exploration Inc.,LME,Mining,,,,ON,Canada
TSXV,Le Mare Gold Corp.,LMGC,Mining,,IPO,20120109,BC,Canada
TSXV,Leading Edge Materials Corp.,LEM,Mining,,QT,20110610,BC,Canada
TSXV,Letho Resources Corp.,LET,Mining,,QT,20070205,BC,Canada
TSXV,Libero Copper & Gold Corporation,LBC,Mining,,QT,20081001,BC,Canada
TSXV,Liberty One Lithium Corp.,LBY,Mining,,,,BC,Canada
TSXV,LiCo Energy Metals Inc.,LIC,Mining,,,,BC,Canada
TSXV,Lincoln Gold Mining Inc.,LMG,Mining,,QT,20070515,BC,Canada
TSXV,Lion One Metals Limited,LIO,Mining,,RTO from NEX,,BC,Canada
TSXV,Lithion Energy Corp.,LNC,Mining,,Other,20110817,BC,Canada
TSXV,Lithium Chile Inc.,LITH,Mining,,QT,20110228,AB,Canada
TSXV,Lithium Energi Exploration Inc.,LEXI,Mining,,IPO,20120221,ON,Canada
TSXV,Lithium Energy Products Inc.,LEP,Mining,,IPO,20110826,BC,Canada
TSXV,Lithoquest Diamonds Inc.,LDI,Mining,,RTO from NEX,,BC,Canada
TSXV,Lomiko Metals Inc.,LMR,Mining,,,,BC,Canada
TSXV,Los Andes Copper Limited,LA,Mining,,,,Chile,Latin America
TSXV,Lucky Minerals Inc.,LKY,Mining,,Other,20090615,BC,Canada
TSXV,Luckystrike Resources Ltd.,LUKY,Mining,,Other,20180814,BC,Canada
TSXV,Lumina Gold Corp.,LUM,Mining,,,,BC,Canada
TSXV,Luminex Resources Corp.,LR,Mining,,Other,20180905,BC,Canada
TSXV,Lupaka Gold Corp.,LPK,Mining,,TSX Comedown,20150218,BC,Canada
TSXV,M3 Metals Corp.,MT,Mining,,QT,20080114,BC,Canada
TSXV,Macarthur Minerals Limited,MMS,Mining,,TSX Comedown,20150625,Australia,Australia/NZ/PNG
TSXV,MacDonald Mines Exploration Ltd.,BMK,Mining,,,,ON,Canada
TSXV,Magna Gold Corp.,MGR,Mining,,QT,20180817,ON,Canada
TSXV,Magna Terra Minerals Inc.,MTT,Mining,,,,ON,Canada
TSXV,Magnum Goldcorp Inc.,MGI,Mining,,QT,20111026,BC,Canada
TSXV,Majestic Gold Corp.,MJS,Mining,,,,BC,Canada
TSXV,Mako Mining Corp.,MKO,Mining,,Other,20061127,BC,Canada
TSXV,Mammoth Resources Corp.,MTH,Mining,,QT,20110512,ON,Canada
TSXV,Manado Gold Corp.,MDO,Mining,,IPO,20120306,BC,Canada
TSXV,Manganese X Energy Corp.,MN,Mining,,QT,20080717,Quebec,Canada
TSXV,Manitou Gold Inc.,MTU,Mining,,IPO,20100308,ON,Canada
TSXV,Maple Gold Mines Ltd.,MGM,Mining,,IPO,20110809,ON,Canada
TSXV,Margaret Lake Diamonds Inc.,DIA,Mining,,QT from NEX,20110907,BC,Canada
TSXV,Marifil Mines Limited,MFM,Mining,Agriculture,Other,20050203,BC,Canada
TSXV,Maritime Resources Corp.,MAE,Mining,,QT,20080917,BC,Canada
TSXV,MAS Gold Corp.,MAS,Mining,,,19870324,BC,Canada
TSXV,Mason Graphite Inc.,LLG,Mining,,QT,20110719,Quebec,Canada
TSXV,Matachewan Consolidated Mines Limited,MCM,Mining,,,,ON,Canada
TSXV,MAX Resource Corp.,MXR,Mining,,,,BC,Canada
TSXV,McChip Resources Inc.,MCS,Mining,,,,ON,Canada
TSXV,Medallion Resources Ltd.,MDL,Mining,,,,BC,Canada
TSXV,Medgold Resources Corp.,MED,Mining,,RTO from NEX,,BC,Canada
TSXV,Mega Copper Ltd.,MCU,Mining,,IPO,20100211,BC,Canada
TSXV,Megastar Development Corp.,MDV,Mining,,,,BC,Canada
TSXV,Melior Resources Inc.,MLR,Mining,,TSX Comedown,20100801,ON,Canada
TSXV,Melkior Resources Inc.,MKR,Mining,,,,Quebec,Canada
TSXV,Meridian Mining Societas Europaea,MNO,Mining,,,,BC,Canada
TSXV,Meridius Resources Limited,MRI,Mining,,IPO,20180222,BC,Canada
TSXV,Mesa Exploration Corp.,MSA,Mining,,,,BC,Canada
TSXV,metalCORP Limited,MTC,Mining,,,,ON,Canada
TSXV,Metalex Ventures Ltd.,MTX,Mining,,,,BC,Canada
TSXV,Metalla Royalty And Streaming Ltd.,MTA,Mining,,Other,20180202,BC,Canada
TSXV,Metallic Minerals Corp.,MMG,Mining,,IPO,20110519,BC,Canada
TSXV,Metallis Resources Inc.,MTS,Mining,,QT,20071030,BC,Canada
TSXV,Metals Creek Resources Corp.,MEK,Mining,,QT from NEX,20050302,ON,Canada
TSXV,Metron Capital Corp.,MCN,Mining,,Other,20180130,BC,Canada
TSXV,Mexican Gold Corp.,MEX,Mining,,IPO,20080602,ON,Canada
TSXV,Midland Exploration Inc.,MD,Mining,,Other,20070302,Quebec,Canada
TSXV,Midnight Sun Mining Corp.,MMA,Mining,,QT,20080123,BC,Canada
TSXV,MillenMin Ventures Inc.,MVM,Mining,,QT,20100514,ON,Canada
TSXV,Millennial Lithium Corp.,ML,Mining,,Other,20061123,BC,Canada
TSXV,Millrock Resources Inc.,MRO,Mining,,Other,20050113,BC,Canada
TSXV,Minaurum Gold Inc.,MGG,Mining,,Other,20100225,BC,Canada
TSXV,Minco Capital Corp.,MMM,Mining,,TSX Comedown,20170501,BC,Canada
TSXV,Minera Alamos Inc.,MAI,Mining,,TSX Comedown,20100511,ON,Canada
TSXV,Mineral Hill Industries Ltd.,MHI,Mining,,,,BC,Canada
TSXV,Mineral Mountain Resources Ltd.,MMV,Mining,,IPO,20100630,BC,Canada
TSXV,Mineworx Technologies Ltd.,MWX,Mining,,,,BC,Canada
TSXV,Minfocus Exploration Corp.,MFX,Mining,,QT,20101021,ON,Canada
TSXV,MinKap Resources Inc.,KAP,Mining,,QT,20110209,BC,Canada
TSXV,Minnova Corp.,MCI,Mining,,Other,20101104,ON,Canada
TSXV,Minsud Resources Corp.,MSR,Mining,,QT from NEX,20080822,Argentina,Latin America
TSXV,Mirasol Resources Ltd.,MRZ,Mining,,Other,20050504,BC,Canada
TSXV,Mkango Resources Ltd.,MKA,Mining,,QT,20080903,AB,Canada
TSXV,Monarca Minerals Inc.,MMN,Mining,,,,ON,Canada
TSXV,Montero Mining and Exploration Ltd.,MON,Mining,,IPO,20110215,BC,Canada
TSXV,Monument Mining Limited,MMY,Mining,,RTO,,BC,Canada
TSXV,Morien Resources Corp.,MOX,Mining,,RTO,,NS,Canada
TSXV,Mountain Boy Minerals Ltd.,MTB,Mining,,,,BC,Canada
TSXV,Mundoro Capital Inc.,MUN,Mining,,TSX Comedown,20110930,BC,Canada
TSXV,Murchison Minerals Ltd.,MUR,Mining,,Other,20180322,ON,Canada
TSXV,MX Gold Corp.,MXL,Mining,,Other,20091030,BC,Canada
TSXV,Namibia Critical Metals Inc.,NMI,Mining,,TSX Comedown,20170704,NS,Canada
TSXV,Napier Ventures Inc.,NAP,Mining,,QT,20090916,BC,Canada
TSXV,Navy Resources Corp.,NVY,Mining,,IPO,20121019,BC,Canada
TSXV,Nebu Resources Inc.,NBU,Mining,,IPO,20080407,ON,Canada
TSXV,Neo Lithium Corp.,NLC,Mining,,QT,20150115,Argentina,Latin America
TSXV,Nevada Energy Metals Inc.,BFF,Mining,,QT,20130418,BC,Canada
TSXV,Nevada Exploration Inc.,NGE,Mining,,QT,20061003,Quebec,Canada
TSXV,Nevada Sunrise Gold Corporation,NEV,Mining,,IPO,20080922,USA,USA
TSXV,Nevada Zinc Corporation,NZN,Mining,,IPO,20110803,ON,Canada
TSXV,New Age Metals Inc.,NAM,Mining,,TSX Comedown,20140114,BC,Canada
TSXV,New Carolin Gold Corp.,LAD,Mining,,,,BC,Canada
