Exchange,Name,Root Ticker,Sector,SubSector,Listing Type,Date of TSX ListingYYYYMMDD,HQLocation,HQRegion,Market Capitalization,CMP,52W_Low,52W_High,Div Yield,SMA 200,SMA 50,Beta,Current Volume,Avg 10 Day Volume,Avg 3 Mon. Volume,EPS,R&D expense,Revenue,R&D %,Div. Payout Ratio,P/E,P/S,Book Value,Shares Outstanding,P/B
TSX,Wilmington Capital Management Inc.,WCM,Financial Services,,,1972-11-30,ON,Canada,,,,,,,,,,,,,0.0,0,,,,,0,,
TSX,Acadian Timber Corp.,ADN,Industrial Products & Services,Forest Products & Paper,IPO,2006-01-30,BC,Canada,277503136.0,16.63,14.25,17.97,0.069299996,16.630882,16.630882,0.632587,5292.0,7733.0,12503.0,1.0500000157847267,,99848000,,1.0976,15.838095,2.820727,272490000,16686899.338544799,16.329576542154825
TSX,ADF Group Inc.,DRX,Industrial Products & Services,,,1999-07-20,Quebec,Canada,37204356.0,1.14,0.94,1.75,0.0174,1.2279412,1.2279412,-0.006389,7400.0,10833.0,24546.0,0.09499999999999999,,135073000,,0.22219999,12,0.22460839,98627000,32635400.000000004,3.0220864460064836
TSX,Aecon Group Inc.,ARE,Industrial Products & Services,,,1987-12-31,ON,Canada,1118013440.0,18.4,16.62,21.83,0.0318,18.34853,18.34853,0.40575,129833.0,196016.0,242103.0,1.2369999872938588,,3266291000,,0.44439998,14.874697,0.32020098,852568000,60761600.00000001,14.031361912787021
TSX,AG Growth International Inc.,AFN,Industrial Products & Services,Agriculture,,2004-05-17,MB,Canada,869719360.0,46.62,37.84,63.11,0.0521,42.656178,42.656178,1.509584,44207.0,55483.0,75201.0,0.2989999855053632,,931664000,,5.1064,155.91974,0.8848971,395883000,18655498.92749893,21.22071361042256
TSX,Akita Drilling Ltd.,AKT,Industrial Products & Services,Energy Services,,1993-01-08,AB,Canada,,,,,,,,,,,,,0.0,0,,,,,0,,
TSX,Algoma Central Corporation,ALC,Industrial Products & Services,,,1958-05-27,ON,Canada,509469376.0,13.35,11.61,14.23,0.0337,13.329118,13.329118,0.76837,9591.0,8666.0,7949.0,1.1870000290303753,,508201000,,0.3419,11.2468405,0.92889875,659940000,38162500.07490637,17.292892203200843
TSX,AltaGas Ltd.,ALA,Industrial Products & Services,Energy Services,TSXV Grad,2000-01-17,AB,Canada,5571894784.0,20.05,11.87,20.87,0.048,19.49059,19.49059,0.971246,377141.0,995166.0,851271.0,3.79500032839529,,4256700000,,0.2787,5.283267,0.97967386,6217800000,277899989.22693264,22.374236203811275
TSX,ATS Automation Tooling Systems Inc.,ATA,Industrial Products & Services,,,1993-12-21,ON,Canada,1851280512.0,20.1,13.28,22.38,,18.547647,18.547647,1.741214,63202.0,97550.0,181893.0,0.8520000106817912,,1253616000,,0.0,23.591549,1.3708405,817926000,92103508.05970149,8.880508649788023
TSX,Avcorp Industries Inc.,AVP,Industrial Products & Services,,,1996-11-27,BC,Canada,23927734.0,0.065,0.04,0.08,,0.061470587,0.061470587,-0.172523,2000.0,13633.0,34734.0,,,170710000,,0.0,,0.14436823,-33512000,368118984.6153846,-0.09103578299558163
TSX,Badger Daylighting Ltd.,BAD,Industrial Products & Services,Energy Services,,1997-06-05,AB,Canada,1227569408.0,34.93,29.7,49.57,0.0163,36.478825,36.478825,1.170926,45045.0,151016.0,211987.0,1.8330000033584886,,615442000,,0.3046,19.056192,1.831712,335837000,35143699.055253364,9.556108464051917
TSX,Bird Construction Inc.,BDT,Industrial Products & Services,,TSXV Grad,2006-02-27,ON,Canada,281036704.0,6.61,4.88,8.2,0.059,6.3029413,6.3029413,1.249201,27219.0,30833.0,52766.0,0.18000001089258766,,1381784000,,2.1667,36.72222,0.20947094,123678000,42516899.24357034,2.908913918944908
TSX,Black Diamond Group Limited,BDI,Industrial Products & Services,,IPO,2006-09-25,AB,Canada,97119752.0,1.75,1.51,2.75,,1.6894118,1.6894118,2.34984,34965.0,53633.0,32904.0,,,165931000,,0.0,,0.5275667,217265000,55497001.14285714,3.9148962200809576
TSX,Bombardier Inc.,BBD,Industrial Products & Services,,,1946-05-02,Quebec,Canada,,,,,,,,,,,,,0.0,0,,,,,0,,
TSX,Boyd Group Income Fund,BYD,Industrial Products & Services,,Other,1999-11-16,MB,Canada,,,,,,,,,,,,,0.0,0,,,,,0,,
TSX,Boyuan Construction Group Inc.,BOY,Industrial Products & Services,,TSXV Grad,2010-06-14,China,Asia,11948857.0,0.47,0.27,0.54,,0.42882353,0.42882353,1.0,1000.0,3983.0,3739.0,0.8259999476280884,,395171956,,0.0,0.5690073,0.02887683,126022332,25423100.0,4.957000995157947
TSX,Brampton Brick Limited,BBL,Industrial Products & Services,,,1986-11-13,ON,Canada,,,,,,,,,,,,,0.0,0,,,,,0,,
TSX,Bri-Chem Corp.,BRY,Industrial Products & Services,Energy Services,TSXV Grad,2011-07-04,AB,Canada,1794300.0,0.075,0.06,0.3,,0.08470588,0.08470588,1.884984,23000.0,36816.0,14682.0,,,121436493,,0.0,,0.01828603,19318022,23924000.0,0.8074745861896004
TSX,Brookfield Infrastructure Partners L.P.,BIP,Industrial Products & Services,,Other,2009-09-10,Bermuda,Other,,,,,,,,,,,,,0.0,0,,,,,0,,
TSX,Buhler Industries Inc.,BUI,Industrial Products & Services,Agriculture,,1988-08-04,MB,Canada,90000000.0,3.6,2.6,3.98,,3.6023529,3.6023529,-0.19968,100.0,400.0,795.0,,12345000.0,287984000,0.04286696483137952,0.0,,0.36695752,137696000,25000000.0,5.50784
TSX,Caldwell Partners International Inc. (The),CWL,Industrial Products & Services,,,1989-06-27,ON,Canada,27342164.0,1.34,1.14,1.66,0.0698,1.2555882,1.2555882,0.450479,38400.0,8866.0,11738.0,0.016,,70449000,,1.0938,83.75,0.38811287,13845000,20404600.0,0.6785234701978966
TSX,Calfrac Well Services Ltd.,CFW,Industrial Products & Services,Energy Services,,1960-04-08,AB,Canada,131754712.0,0.89,0.88,3.95,,1.1826471,1.1826471,2.619808,115711.0,127233.0,191722.0,,,2256426000,,0.0,,0.0730863,414195000,148039002.247191,2.797877543840709
TSX,Canadian National Railway Company,CNR,Industrial Products & Services,,,1995-11-17,Quebec,Canada,86522683392.0,120.96,96.46,127.96,0.0179,118.945,118.945,0.931309,404424.0,1336433.0,1211814.0,6.180999976034317,,14321000000,,0.3345,19.569649,5.7144628,18500000000,715299961.9047619,25.863275528124756
TSX,Canadian Pacific Railway Limited,CP,Industrial Products & Services,,Other,2001-10-03,AB,Canada,43537465344.0,317.34,228.35,323.77,0.0106,300.44177,300.44177,1.28115,84003.0,253133.0,294063.0,16.530001843959365,,7316000000,,0.17909999,19.19782,5.6330013,7215000000,137195012.74342978,52.589375194657165
TSX,Canfor Corporation,CFP,Industrial Products & Services,Forest Products & Paper,,1984-10-03,BC,Canada,1992234240.0,15.91,8.55,19.78,,15.74,15.74,1.952076,173939.0,816516.0,382101.0,,,5044400000,,0.0,,0.4348717,1663700000,125218996.85732244,13.286322696672455
TSX,Canfor Pulp Products Inc.,CFX,Industrial Products & Services,Forest Products & Paper,Other,2006-07-06,BC,Canada,558399616.0,8.56,7.36,19.8,0.0294,8.896471,8.896471,1.27476,18167.0,36450.0,57360.0,0.048999993703271835,,1374300000,,5.0,174.6939,0.49411523,581800000,65233599.99999999,8.918716734934145
TSX,CanWel Building Materials Group Ltd.,CWX,Industrial Products & Services,,IPO,2004-05-12,BC,Canada,431587456.0,5.55,4.19,5.59,0.107700005,4.689706,4.689706,1.135782,201045.0,204833.0,110341.0,0.18299999307567594,,1291295000,,2.9473999,30.32787,0.33074623,338002000,77763505.5855856,4.346537587969192
TSX,Cargojet Inc.,CJT,Industrial Products & Services,,IPO,2005-06-08,ON,Canada,1361448576.0,100.49,65.25,105.1,0.0095,97.19,97.19,0.971246,22632.0,76716.0,48590.0,1.6600000158582944,,454900000,,0.5506,60.536144,2.8393087,168400000,13548100.069658672,12.429787138724805
TSX,Cathedral Energy Services Ltd.,CET,Industrial Products & Services,Energy Services,,1987-09-25,AB,Canada,10882982.0,0.22,0.21,0.94,,0.24617647,0.24617647,2.365814,5300.0,50616.0,38763.0,,0.0,0,,0.0,,0.07552172,0,49468100.0,0.0
TSX,CCL Industries Inc.,CCL,Industrial Products & Services,,,1980-06-27,ON,Canada,,,,,,,,,,,,,0.0,0,,,,,0,,
TSX,Cervus Equipment Corporation,CERV,Industrial Products & Services,Agriculture,TSXV Grad,2011-01-31,AB,Canada,122309464.0,7.98,6.41,14.81,0.0537,8.194118,8.194118,1.084664,3810.0,10733.0,10885.0,0.3409999931629074,,1350037000,,1.3438001,23.40176,0.103675544,232742000,15327000.501253132,15.185097696119412
TSX,CES Energy Solutions Corp.,CEU,Industrial Products & Services,Energy Services,IPO,2006-03-01,AB,Canada,492728896.0,1.86,1.68,3.67,0.0309,1.9058824,1.9058824,1.472843,186467.0,441766.0,553584.0,0.12000000000000001,,1271051000,,0.5,15.5,0.37624353,686491000,264908008.60215053,2.5914316581912016
TSX,Chemtrade Logistics Income Fund,CHE,Industrial Products & Services,,,2001-07-17,ON,Canada,,,,,,,,,,,,,0.0,0,,,,,0,,
TSX,Chorus Aviation Inc.,CHR,Industrial Products & Services,,IPO,2006-02-01,NS,Canada,1298165888.0,8.13,4.54,8.3,0.0596,7.847059,7.847059,1.48083,343757.0,400433.0,274492.0,0.6370000166889305,,1451194000,,0.77419996,12.762951,0.8894764,580439000,159676000.98400983,3.6351048148940426
TSX,Clarke Inc.,CKI,Industrial Products & Services,,,1998-03-16,NS,Canada,206785776.0,12.45,12.01,13.91,,12.661177,12.661177,0.370607,300.0,4200.0,2168.0,1.7569999867342971,,6150000,,0.0,7.085942,3.1029813,236783000,16609299.277108435,14.25604994223587
TSX,ClearStream Energy Services Inc.,CSM,Industrial Products & Services,Energy Services,IPO,2005-08-05,AB,Canada,6046755.0,0.055,0.01,0.11,,0.060882352,0.060882352,10.174121,39700.0,39666.0,86684.0,0.011,,378332000,,0.0,5,0.014929596,-154806000,109941000.0,-1.4080825169863835
TSX,Conifex Timber Inc.,CFF,Industrial Products & Services,Forest Products & Paper,TSXV Grad,2014-05-20,BC,Canada,14553661.0,0.315,0.2,2.56,,0.3967647,0.3967647,2.167731,12640.0,56083.0,41239.0,,,669918800,,0.0,,0.025294079,291709600,46202098.41269841,6.313773833264359
TSX,Data Communications Management Corp.,DCM,Industrial Products & Services,,IPO,2004-12-20,ON,Canada,5811345.0,0.27,0.22,1.6,,0.63058823,0.63058823,3.402555,24000.0,156083.0,34057.0,,,322769000,,0.0,,0.019865196,-2066000,21523500.0,-0.09598810602364857
TSX,Diversified Royalty Corp.,DIV,Industrial Products & Services,,TSXV Grad,2014-10-09,BC,Canada,346976160.0,3.18,2.58,3.28,0.0709,2.9405882,2.9405882,1.100638,154358.0,161700.0,182533.0,0.09999999685534601,,26709000,,2.2247999,31.800001,11.872581,189181000,109112000.0,1.7338239607009311
TSX,Element Fleet Management Corp.,EFN,Industrial Products & Services,,TSXV Grad,2011-12-16,ON,Canada,5100731392.0,11.72,6.03,11.97,0.0156,11.184412,11.184412,0.591054,462920.0,1359033.0,752700.0,0.48599998664744065,,822450000,,0.3529,24.115227,3.5204382,3308018000,435215989.07849824,7.600865048649087
TSX,Enerflex Ltd.,EFX,Industrial Products & Services,Energy Services,Other,2011-06-03,AB,Canada,1069003200.0,12.0,10.05,20.38,0.0385,11.102058,11.102058,0.913738,104673.0,209166.0,211555.0,1.7089999483454765,,1703273000,,0.2456,7.0216503,0.5245607,1336972000,89083600.0,15.008059844909726
TSX,Ensign Energy Services Inc.,ESI,Industrial Products & Services,Energy Services,TSXV Grad,1993-06-25,AB,Canada,374832864.0,2.34,2.25,6.45,0.1765,2.6717646,2.6717646,1.370607,233439.0,431266.0,699274.0,0.3910000216553858,,1156357000,,1.2,5.9846544,0.23987521,1554493000,160184984.61538464,9.704361515109836
TSX,Enterprise Group Inc.,E,Industrial Products & Services,Energy Services,TSXV Grad,2007-08-13,AB,Canada,9182845.0,0.175,0.15,0.31,,0.17558824,0.17558824,1.958466,18333.0,12500.0,39377.0,,,20479612,,0.0,,0.46485278,41726388,52473400.0,0.7951912397519505
TSX,ENTREC Corporation,ENT,Industrial Products & Services,,TSXV Grad,2014-06-09,AB,Canada,6044775.0,0.055,0.055,0.185,,0.08,0.08,0.857827,10300.0,40733.0,26003.0,,,173143000,,0.0,,0.033004142,19646000,109905000.0,0.17875437878167508
TSX,Essential Energy Services Ltd.,ESN,Industrial Products & Services,Energy Services,Other,2006-05-29,AB,Canada,38301388.0,0.27,0.24,0.41,,0.28529412,0.28529412,1.867412,33477.0,120800.0,102603.0,,,189894000,,0.0,,0.24711211,153779000,141856992.5925926,1.0840424373132378
TSX,Exco Technologies Limited,XTC,Industrial Products & Services,,,1986-10-20,ON,Canada,349400992.0,8.5,7.0,10.49,0.0423,7.787353,7.787353,0.603833,10684.0,38466.0,31600.0,0.7570000462215322,0.0,0,,0.4667,11.228533,0.6654357,0,41105999.058823526,0.0
TSX,Finning International Inc.,FTT,Industrial Products & Services,,,1969-10-23,BC,Canada,3972515840.0,24.325,21.17,29.03,0.0341,23.119411,23.119411,1.586261,174552.0,207750.0,328622.0,1.4989999067015063,,6996000000,,0.54,16.227486,0.51271504,2102000000,163310003.69989723,12.871226210138913
TSX,Foraco International SA,FAR,Industrial Products & Services,Energy Services,IPO,2007-08-01,France,UK/Europe,32356082.0,0.36,0.25,0.57,,0.38941178,0.38941178,1.223642,500.0,1833.0,2926.0,,,180046000,,0.0,,0.15779068,31916000,89878005.55555555,0.3551035629097491
TSX,Fortress Global Enterprises Inc.,FGE,Industrial Products & Services,Forest Products & Paper,IPO,2007-06-27,BC,Canada,374295.0,0.025,0.02,2.0,,0.044705883,0.044705883,0.241214,22254.0,44450.0,51015.0,,,185945000,,0.0,,0.0026875495,-30114000,14971800.0,-2.0113813970264096
TSX,GDI Integrated Facility Services Inc.,GDI,Industrial Products & Services,,TSXV Grad,2015-05-14,Quebec,Canada,670714112.0,31.52,17.95,32.95,,30.075148,30.075148,0.440729,2600.0,15666.0,15406.0,0.5289999554579352,,1103497000,,0.0,59.584126,0.5390748,259003000,21279001.015228428,12.17176500976917
TSX,Geodrill Limited,GEO,Industrial Products & Services,Mining Services,IPO,2010-12-15,Ghana,Africa,62013560.0,1.4,1.2,1.89,,1.4602941,1.4602941,0.928115,4500.0,3100.0,3361.0,0.10999999764285719,,88539126,,0.0,12.727273,0.6844584,66675718,44295400.0,1.5052515159587678
TSX,Gibson Energy Inc.,GEI,Industrial Products & Services,Energy Services,IPO,2011-06-14,AB,Canada,3628445952.0,24.94,16.9,26.01,0.052699998,23.718529,23.718529,1.19968,214991.0,401500.0,435057.0,1.114999950374902,,6846589000,,1.0394,22.367714,0.5195096,772329000,145487006.89655173,5.308577147024292
TSX,Goodfellow Inc.,GDL,Industrial Products & Services,Forest Products & Paper,,1999-12-06,Quebec,Canada,41682096.0,4.9,4.5,6.45,0.0395,5.058235,5.058235,0.897763,1527.0,4200.0,2738.0,0.3389999832575519,,475207000,,0.2941,14.454278,0.09156835,114438000,8506550.204081632,13.452927127273062
TSX,Hammond Manufacturing Company Limited,HMM,Industrial Products & Services,,,1986-06-10,ON,Canada,,,,,,,,,,,,,0.0,0,,,,,0,,
TSX,Hammond Power Solutions Inc.,HPS,Industrial Products & Services,,,2001-01-10,ON,Canada,,,,,,,,,,,,,0.0,0,,,,,0,,
TSX,Hanwei Energy Services Corp.,HE,Industrial Products & Services,Energy Services,TSXV Grad,2007-09-17,China,Asia,2913014.0,0.015,0.01,0.03,,0.01735294,0.01735294,0.453674,282200.0,207833.0,71619.0,,464000.0,10710000,0.043323996265172734,0.0,,0.2639556,-4503000,194200933.33333334,-0.02318732419411647
TSX,Hardwoods Distribution Inc.,HDI,Industrial Products & Services,,IPO,2004-03-22,BC,Canada,333947520.0,15.69,10.04,16.0,0.0214,12.959412,12.959412,1.099041,33979.0,97233.0,39658.0,1.35000002581262,,1134267000,,0.237,11.622222,0.28811505,283883000,21284099.426386233,13.33779711854126
TSX,Heroux-Devtek Inc.,HRX,Industrial Products & Services,,,1999-12-06,Quebec,Canada,669791744.0,18.42,11.05,20.3,,17.40206,17.40206,0.645367,8800.0,21183.0,29107.0,0.8999999853420199,,483877000,,0.0,20.466667,1.1325815,401529000,36362201.08577633,11.042483348376418
TSX,High Arctic Energy Services Inc.,HWO,Industrial Products & Services,Energy Services,IPO,2005-07-20,AB,Canada,95766792.0,1.93,1.83,4.05,0.1042,2.192647,2.192647,1.583067,19833.0,65066.0,33022.0,,,203300000,,,,0.50271285,212500000,49620099.48186529,4.282538773983366
TSX,Horizon North Logistics Inc.,HNL,Industrial Products & Services,Energy Services,TSXV Grad,2007-05-28,AB,Canada,168725328.0,1.02,0.9,2.44,0.0833,0.9902941,0.9902941,2.215654,125355.0,144650.0,303444.0,,,394245000,,,,0.36053884,319354000,165416988.2352941,1.9305997733784226
TSX,IBI Group Inc.,IBG,Industrial Products & Services,,IPO,2004-08-30,ON,Canada,174636416.0,5.63,3.67,5.95,,5.1664705,5.1664705,1.003194,10045.0,10866.0,16247.0,0.49699999152539975,,454614000,,0.0,11.327968,0.3778921,36362000,31018901.59857904,1.1722529853109216
TSX,INSCAPE Corporation,INQ,Industrial Products & Services,,,1997-12-09,ON,Canada,12223595.0,0.85,0.6,1.97,,0.81352943,0.81352943,0.246006,15000.0,2583.0,3428.0,,,90583000,,0.0,,0.13576643,16203000,14380700.0,1.1267184490323836
TSX,Interfor Corporation,IFP,Industrial Products & Services,Forest Products & Paper,,1972-05-29,BC,Canada,1092861312.0,16.25,10.91,18.42,,14.999412,14.999412,2.504792,179675.0,181866.0,209179.0,,,2186567000,,0.0,,0.5789853,880854000,67253003.81538461,13.097615720154618
TSX,Intertape Polymer Group Inc.,ITP,Industrial Products & Services,,,1993-01-06,Quebec,Canada,958520832.0,16.28,14.6,19.97,0.0476,16.750294,16.750294,0.960063,126847.0,129316.0,144303.0,0.6799999849631454,12024000.0,1053019000,0.011418597385232366,0.8346,23.941177,0.83011454,252810000,58877200.982800975,4.2938522174967195
TSX,IPL Plastics Inc.,IPLP,Industrial Products & Services,,IPO,2018-06-28,Ireland,UK/Europe,431187808.0,8.05,6.91,11.56,,8.057206,8.057206,,29189.0,37966.0,53642.0,0.28,,657773000,,0.0,28.75,0.6834043,367560000,53563702.85714285,6.862109607700226
TSX,K-Bro Linen Inc.,KBL,Industrial Products & Services,,IPO,2005-02-02,AB,Canada,420284000.0,39.8,32.0,41.99,0.0304,37.86353,37.86353,0.517571,492.0,5500.0,8631.0,0.9209999986578391,,239534000,,1.3043,43.213898,1.6881723,193184000,10559899.497487439,18.294113504201917
TSX,Kelso Technologies Inc.,KLS,Industrial Products & Services,,TSXV Grad,2014-05-22,BC,Canada,50943712.0,1.08,0.54,2.19,,1.0238235,1.0238235,2.298722,2800.0,10466.0,16703.0,0.048,1352817.0,12716596,0.10638200663133436,0.0,22.5,2.622535,10362022,47170103.7037037,0.21967350474971278
TSX,Linamar Corporation,LNR,Industrial Products & Services,,,1986-01-29,ON,Canada,2844349696.0,43.52,35.33,53.64,0.011,43.128235,43.128235,1.174121,113867.0,197016.0,192920.0,7.689000155599781,,7620582000,,0.0624,5.6600337,0.37760887,3954187000,65357299.99999999,60.501076390854585
TSX,Logistec Corporation,LGT,Industrial Products & Services,,,1969-09-24,Quebec,Canada,,,,,,,,,,,,,0.0,0,,,,,0,,
TSX,Magellan Aerospace Corporation,MAL,Industrial Products & Services,,,1946-09-23,ON,Canada,930179776.0,15.98,13.2,19.0,0.025899999,15.815,15.815,0.584664,13660.0,12366.0,10036.0,1.5030000275581359,,966753000,,0.2649,10.632069,0.90844524,796998000,58208997.2465582,13.692007038432967
TSX,Magna International Inc.,MG,Industrial Products & Services,,,1962-12-20,ON,Canada,22386900992.0,73.2,57.34,76.11,0.027,71.39677,71.39677,1.519169,356382.0,745116.0,805490.0,5.52500032455603,,40827000000,,0.2572,13.248868,0.55726236,10575000000,305831980.7650273,34.57780959841751
TSX,Major Drilling Group International Inc.,MDI,Industrial Products & Services,Mining Services,,1995-03-08,NB,Canada,425748608.0,5.28,3.89,6.78,,5.859706,5.859706,0.517571,128177.0,356766.0,199423.0,,,384822000,,0.0,,1.0543656,363535000,80634206.06060606,4.508446449224797
TSX,Martinrea International Inc.,MRE,Industrial Products & Services,,,1997-09-19,ON,Canada,990037248.0,12.11,9.33,14.24,0.0154,10.967353,10.967353,1.832268,178870.0,205116.0,199595.0,1.9960000883448428,26564000.0,3662900000,0.007252177236615796,0.09,6.067134,0.25567612,1201415000,81753695.1279934,14.695543707462608
TSX,McCoy Global Inc.,MCB,Industrial Products & Services,Energy Services,,1997-11-18,AB,Canada,17078954.0,0.62,0.41,1.27,,0.60617644,0.60617644,1.290734,1552.0,12166.0,128852.0,0.03700000167096782,3003000.0,49076000,0.0611908060966664,0.0,16.756756,0.31018806,39245000,27546700.0,1.4246715577546494
TSX,Methanex Corporation,MX,Industrial Products & Services,,,1973-07-06,BC,Canada,3946195968.0,51.79,40.11,83.99,0.0379,49.832058,49.832058,2.05591,132900.0,419150.0,363673.0,2.841999896504889,,3931847000,,0.4929,18.223083,1.2719952,1391271000,76196099.01525392,18.25908436233038
TSX,Morneau Shepell Inc.,MSI,Industrial Products & Services,,IPO,2005-09-29,ON,Canada,2087314176.0,32.51,23.64,33.34,0.0239,31.797352,31.797352,0.591054,37175.0,92216.0,110000.0,0.3000000461396564,,722284000,,2.6897001,108.36665,2.4786923,572717000,64205296.0935097,8.920089694250224
TSX,Mullen Group Ltd.,MTL,Industrial Products & Services,Energy Services,,1993-12-13,AB,Canada,885771200.0,8.45,7.3,13.0,0.0719,8.153529,8.153529,0.589456,90378.0,169733.0,277096.0,,,1260798000,,,,0.68285793,924907000,104824994.08284025,8.823344166078101
TSX,Neo Performance Materials Inc.,NEO,Industrial Products & Services,,IPO,2017-12-08,ON,Canada,432670752.0,11.32,9.7,17.01,0.0368,11.719118,11.719118,,4492.0,15833.0,23687.0,0.5740000103441698,16843000.0,454195000,0.037083191140369225,0.42740002,19.721254,1.0246258,423550000,38221797.87985866,11.081373025186597
TSX,Norbord Inc.,OSB,Industrial Products & Services,Forest Products & Paper,,1987-07-07,ON,Canada,3152803072.0,38.59,26.31,39.96,0.0368,35.683823,35.683823,1.581469,278034.0,265683.0,310474.0,,,2424000000,,,,1.6959672,701000000,81700001.86576833,8.580171162685293
TSX,North American Construction Group Ltd.,NOA,Industrial Products & Services,Energy Services,IPO,2006-11-27,AB,Canada,378151776.0,15.03,10.64,18.36,,14.561176,14.561176,,48094.0,49466.0,64823.0,,0.0,0,,,,,0,25159798.80239521,0.0
TSX,Orbit Garant Drilling Inc.,OGD,Industrial Products & Services,Mining Services,IPO,2008-06-25,Quebec,Canada,33689840.0,0.91,0.71,1.8,,0.9244118,0.9244118,-0.172523,2600.0,7000.0,4455.0,,,152814000,,0.0,,0.21211927,76875000,37021802.19780219,2.076479140298678
TSX,Parkland Fuel Corporation,PKI,Industrial Products & Services,,,1984-01-06,AB,Canada,6905169920.0,46.72,31.59,48.31,0.0255,45.397354,45.397354,0.469648,345382.0,601933.0,425338.0,1.9519999371616459,,14442000000,,0.6048,23.934427,0.40193072,1804000000,147799013.69863015,12.20576480759506
TSX,Pason Systems Inc.,PSI,Industrial Products & Services,Energy Services,TSXV Grad,1997-12-24,AB,Canada,1102916096.0,12.93,12.45,21.71,0.059899997,14.270883,14.270883,1.004792,212755.0,308566.0,178490.0,0.75,26997000.0,306393000,0.08811232632599308,0.97330004,17.24,3.5670338,369498000,85299002.01082754,4.331797457056969
TSX,PHX Energy Services Corp.,PHX,Industrial Products & Services,Energy Services,TSXV Grad,2003-03-24,AB,Canada,146768032.0,2.67,2.25,3.5,,2.4935293,2.4935293,2.734824,6400.0,106433.0,52315.0,,0.0,0,,0.0,,0.40707996,0,54969300.374531835,0.0
TSX,Precision Drilling Corporation,PD,Industrial Products & Services,Energy Services,TSXV Grad,1988-09-23,AB,Canada,396169568.0,1.385,1.32,4.05,,1.4102942,1.4102942,3.110223,251752.0,700916.0,1410696.0,,,1541189000,,0.0,,0.24822202,1555447000,286043009.3862816,5.437808123111566
TSX,Pulse Seismic Inc.,PSD,Industrial Products & Services,Energy Services,TSXV Grad,2001-11-21,AB,Canada,110276264.0,2.05,1.29,2.92,,2.277353,2.277353,2.083067,1567.0,14233.0,24050.0,,,10188000,,0.0,,4.773038,32674000,53793299.512195125,0.6073990682165293
TSX,Resolute Forest Products Inc.,RFP,Industrial Products & Services,Forest Products & Paper,Other,2010-12-09,Quebec,Canada,458676512.0,5.16,4.51,15.19,,5.513235,5.513235,1.693631,22730.0,32316.0,12714.0,0.6420000141837212,,3756000000,,0.0,8.037383,0.14392109,1551000000,88890796.8992248,17.448375468591685
TSX,Richards Packaging Income Fund,RPI,Industrial Products & Services,,IPO,2004-04-07,ON,Canada,,,,,,,,,,,,,0.0,0,,,,,0,,
TSX,Richelieu Hardware Ltd.,RCH,Industrial Products & Services,,,1993-07-26,Quebec,Canada,1509992960.0,26.59,20.03,28.11,0.0095999995,26.952942,26.952942,0.698083,43810.0,94366.0,63277.0,1.1649999150018866,,1004400000,,0.21360001,22.824036,1.4583119,500046000,56788001.504324935,8.805486841475075
TSX,Ritchie Bros. Auctioneers Incorporated,RBA,Industrial Products & Services,,Other,2004-01-27,BC,Canada,6134501888.0,56.675,41.89,56.94,0.0191,53.84559,53.84559,0.676419,76881.0,136566.0,139239.0,1.2100000768592902,,1170026000,,0.6116,46.83884,4.5697374,838164000,108239998.02382003,7.74356998616674
TSX,Rocky Mountain Dealerships Inc.,RME,Industrial Products & Services,Agriculture,IPO,2007-12-19,AB,Canada,125555640.0,6.52,6.3,9.81,0.077199996,6.6644115,6.6644115,0.776357,6342.0,10783.0,13806.0,0.2249999827454001,,1051088000,,2.2273,28.97778,0.14741024,188701000,19257000.0,9.799086046632393
TSX,Russel Metals Inc.,RUS,Industrial Products & Services,,,1943-12-16,ON,Canada,1413823104.0,22.74,18.47,25.22,0.0659,21.675882,21.675882,1.453674,137175.0,402183.0,211896.0,2.0780001195261284,,4165000000,,0.73080003,10.943214,0.35757685,983500000,62173399.472295515,15.818662134410841
TSX,Savaria Corporation,SIS,Industrial Products & Services,,TSXV Grad,2003-03-20,Quebec,Canada,724178496.0,14.35,10.55,15.45,0.0323,13.4564705,13.4564705,0.91853,79883.0,158616.0,119420.0,0.46999998296864176,7699000.0,286034000,0.02691638057014201,0.90059996,30.531916,1.9518532,269365000,50465400.41811847,5.33761741248942
TSX,Secure Energy Services Inc.,SES,Industrial Products & Services,Energy Services,IPO,2010-03-30,AB,Canada,687563648.0,4.38,4.02,9.44,0.0638,4.450294,4.450294,1.354632,198962.0,478966.0,449506.0,0.07199999684383575,,2937453000,,3.8571,60.833336,0.2293833,794465000,156978001.82648402,5.060995749443694
TSX,ShawCor Ltd.,SCL,Industrial Products & Services,Energy Services,,1969-06-27,ON,Canada,874822912.0,12.47,11.6,22.46,0.048699997,13.420882,13.420882,1.670926,140795.0,258283.0,138439.0,0.7499999849639136,11876000.0,1408872000,0.008429438586330057,0.8019,16.626667,0.57953334,1049125000,70154203.04731356,14.954556597164203
TSX,SNC-Lavalin Group Inc.,SNC,Industrial Products & Services,,,1986-10-10,Quebec,Canada,4171163136.0,23.76,15.47,50.5,0.0032,22.263529,22.263529,0.573482,471729.0,1111866.0,1260080.0,,,10084006000,,,,0.4326019,3862774000,175554004.04040402,22.003337497850385
